Gene	Path	PathDesc
K06585	ko05414	Dilated cardiomyopathy (DCM)
K08052	ko01521	EGFR tyrosine kinase inhibitor resistance
K08052	ko04010	MAPK signaling pathway
K08052	ko04014	Ras signaling pathway
K00285	ko00360	Phenylalanine metabolism
K04539	ko04014	Ras signaling pathway
K04539	ko04062	Chemokine signaling pathway
K04539	ko04151	PI3K-Akt signaling pathway
K04539	ko04371	Apelin signaling pathway
K04539	ko04713	Circadian entrainment
K04539	ko04723	Retrograde endocannabinoid signaling
K04539	ko04724	Glutamatergic synapse
K04539	ko04725	Cholinergic synapse
K04539	ko04726	Serotonergic synapse
K04539	ko04727	GABAergic synapse
K04539	ko04728	Dopaminergic synapse
K04539	ko04926	Relaxin signaling pathway
K04539	ko05032	Morphine addiction
K04539	ko05034	Alcoholism
K04539	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K04539	ko05200	Pathways in cancer
K16083	ko00904	Diterpenoid biosynthesis
K16083	ko01110	Biosynthesis of secondary metabolites
K01543	ko00190	Oxidative phosphorylation
K01543	ko04966	Collecting duct acid secretion
K01543	ko04971	Gastric acid secretion
K01039	ko00643	Styrene degradation
K01039	ko00650	Butanoate metabolism
K01039	ko01120	Microbial metabolism in diverse environments
K03061	ko03050	Proteasome
K03061	ko05169	Epstein-Barr virus infection
K03055	ko00230	Purine metabolism
K03055	ko00240	Pyrimidine metabolism
K03055	ko01100	Metabolic pathways
K03055	ko03020	RNA polymerase
K10858	ko03430	Mismatch repair
K10858	ko03460	Fanconi anemia pathway
K13734	ko05100	Bacterial invasion of epithelial cells
K10209	ko00906	Carotenoid biosynthesis
K01818	ko00051	Fructose and mannose metabolism
K01818	ko01120	Microbial metabolism in diverse environments
K16360	ko04514	Cell adhesion molecules (CAMs)
K06042	ko00860	Porphyrin and chlorophyll metabolism
K06042	ko01100	Metabolic pathways
K05379	ko00196	Photosynthesis - antenna proteins
K09542	ko04141	Protein processing in endoplasmic reticulum
K09542	ko04213	Longevity regulating pathway - multiple species
K15635	ko00010	Glycolysis / Gluconeogenesis
K15635	ko00260	Glycine, serine and threonine metabolism
K15635	ko00680	Methane metabolism
K15635	ko01100	Metabolic pathways
K15635	ko01110	Biosynthesis of secondary metabolites
K15635	ko01120	Microbial metabolism in diverse environments
K15635	ko01130	Biosynthesis of antibiotics
K15635	ko01200	Carbon metabolism
K15635	ko01230	Biosynthesis of amino acids
K14522	ko03008	Ribosome biogenesis in eukaryotes
K14522	ko03013	RNA transport
K06462	ko04610	Complement and coagulation cascades
K06462	ko04810	Regulation of actin cytoskeleton
K06462	ko05152	Tuberculosis
K03422	ko00680	Methane metabolism
K03422	ko01100	Metabolic pathways
K03422	ko01120	Microbial metabolism in diverse environments
K01548	ko02020	Two-component system
K16442	ko01055	Biosynthesis of vancomycin group antibiotics
K14397	ko03015	mRNA surveillance pathway
K14310	ko03013	RNA transport
K05535	ko00513	Various types of N-glycan biosynthesis
K05535	ko01100	Metabolic pathways
K21653	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K21653	ko05203	Viral carcinogenesis
K08844	ko05012	Parkinson's disease
K03351	ko04110	Cell cycle
K03351	ko04111	Cell cycle - yeast
K03351	ko04113	Meiosis - yeast
K03351	ko04114	Oocyte meiosis
K03351	ko04120	Ubiquitin mediated proteolysis
K03351	ko04914	Progesterone-mediated oocyte maturation
K03351	ko05166	HTLV-I infection
K05946	ko05111	Biofilm formation - Vibrio cholerae
K19509	ko02060	Phosphotransferase system (PTS)
K03031	ko03050	Proteasome
K03031	ko05169	Epstein-Barr virus infection
K03877	ko00601	Glycosphingolipid biosynthesis - lacto and neolacto series
K03877	ko00603	Glycosphingolipid biosynthesis - globo and isoglobo series
K03877	ko01100	Metabolic pathways
K08295	ko00627	Aminobenzoate degradation
K08295	ko01120	Microbial metabolism in diverse environments
K12187	ko04144	Endocytosis
K12858	ko03040	Spliceosome
K14995	ko04150	mTOR signaling pathway
K15244	ko00361	Chlorocyclohexane and chlorobenzene degradation
K15244	ko01100	Metabolic pathways
K15244	ko01120	Microbial metabolism in diverse environments
K21290	ko04022	cGMP-PKG signaling pathway
K21290	ko04072	Phospholipase D signaling pathway
K21290	ko04151	PI3K-Akt signaling pathway
K21290	ko04261	Adrenergic signaling in cardiomyocytes
K21290	ko04371	Apelin signaling pathway
K21290	ko04611	Platelet activation
K21290	ko04725	Cholinergic synapse
K21290	ko04921	Oxytocin signaling pathway
K21290	ko05145	Toxoplasmosis
K21290	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K05613	ko04724	Glutamatergic synapse
K05613	ko05014	Amyotrophic lateral sclerosis (ALS)
K15767	ko00362	Benzoate degradation
K15767	ko00623	Toluene degradation
K15767	ko01100	Metabolic pathways
K15767	ko01120	Microbial metabolism in diverse environments
K10789	ko00983	Drug metabolism - other enzymes
K10789	ko04145	Phagosome
K10789	ko05202	Transcriptional misregulation in cancer
K10789	ko05221	Acute myeloid leukemia
K01820	ko00040	Pentose and glucuronate interconversions
K01820	ko00051	Fructose and mannose metabolism
K01820	ko01120	Microbial metabolism in diverse environments
K15785	ko00260	Glycine, serine and threonine metabolism
K12876	ko03013	RNA transport
K12876	ko03015	mRNA surveillance pathway
K12876	ko03040	Spliceosome
K13529	ko03410	Base excision repair
K11630	ko02020	Two-component system
K01123	ko00600	Sphingolipid metabolism
K09484	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K21672	ko00310	Lysine degradation
K21672	ko00330	Arginine and proline metabolism
K21672	ko00472	D-Arginine and D-ornithine metabolism
K19647	ko00760	Nicotinate and nicotinamide metabolism
K19647	ko01120	Microbial metabolism in diverse environments
K03904	ko04610	Complement and coagulation cascades
K03904	ko04611	Platelet activation
K03581	ko03440	Homologous recombination
K07860	ko04010	MAPK signaling pathway
K07860	ko04014	Ras signaling pathway
K07860	ko04015	Rap1 signaling pathway
K07860	ko04024	cAMP signaling pathway
K07860	ko04062	Chemokine signaling pathway
K07860	ko04071	Sphingolipid signaling pathway
K07860	ko04310	Wnt signaling pathway
K07860	ko04360	Axon guidance
K07860	ko04370	VEGF signaling pathway
K07860	ko04510	Focal adhesion
K07860	ko04520	Adherens junction
K07860	ko04650	Natural killer cell mediated cytotoxicity
K07860	ko04662	B cell receptor signaling pathway
K07860	ko04664	Fc epsilon RI signaling pathway
K07860	ko04666	Fc gamma R-mediated phagocytosis
K07860	ko04670	Leukocyte transendothelial migration
K07860	ko04810	Regulation of actin cytoskeleton
K07860	ko05200	Pathways in cancer
K07860	ko05210	Colorectal cancer
K07860	ko05212	Pancreatic cancer
K07860	ko05231	Choline metabolism in cancer
K07860	ko05416	Viral myocarditis
K07860	ko05418	Fluid shear stress and atherosclerosis
K02087	ko04110	Cell cycle
K02087	ko04114	Oocyte meiosis
K02087	ko04115	p53 signaling pathway
K02087	ko04218	Cellular senescence
K02087	ko04540	Gap junction
K02087	ko04914	Progesterone-mediated oocyte maturation
K02087	ko05168	Herpes simplex infection
K02087	ko05169	Epstein-Barr virus infection
K02087	ko05203	Viral carcinogenesis
K09869	ko04976	Bile secretion
K12471	ko04144	Endocytosis
K02143	ko00190	Oxidative phosphorylation
K02143	ko01100	Metabolic pathways
K08534	ko04659	Th17 cell differentiation
K08534	ko04710	Circadian rhythm
K08534	ko05321	Inflammatory bowel disease (IBD)
K01016	ko00140	Steroid hormone biosynthesis
K15851	ko02020	Two-component system
K15851	ko02024	Quorum sensing
K15851	ko05111	Biofilm formation - Vibrio cholerae
K02264	ko00190	Oxidative phosphorylation
K02264	ko01100	Metabolic pathways
K02264	ko04260	Cardiac muscle contraction
K02264	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K02264	ko05010	Alzheimer's disease
K02264	ko05012	Parkinson's disease
K02264	ko05016	Huntington's disease
K13525	ko04141	Protein processing in endoplasmic reticulum
K13525	ko05134	Legionellosis
K14316	ko03013	RNA transport
K13732	ko05100	Bacterial invasion of epithelial cells
K01557	ko00350	Tyrosine metabolism
K01557	ko01100	Metabolic pathways
K01557	ko01120	Microbial metabolism in diverse environments
K17132	ko05206	MicroRNAs in cancer
K10066	ko04145	Phagosome
K19568	ko01057	Biosynthesis of type II polyketide products
K19568	ko01130	Biosynthesis of antibiotics
K05034	ko04727	GABAergic synapse
K05597	ko00220	Arginine biosynthesis
K05597	ko00250	Alanine, aspartate and glutamate metabolism
K05597	ko00471	D-Glutamine and D-glutamate metabolism
K05597	ko01100	Metabolic pathways
K05597	ko01110	Biosynthesis of secondary metabolites
K05597	ko02020	Two-component system
K08362	ko04080	Neuroactive ligand-receptor interaction
K08362	ko04919	Thyroid hormone signaling pathway
K06159	ko02010	ABC transporters
K11829	ko05016	Huntington's disease
K04569	ko05014	Amyotrophic lateral sclerosis (ALS)
K08475	ko02020	Two-component system
K16066	ko00240	Pyrimidine metabolism
K16066	ko00260	Glycine, serine and threonine metabolism
K16066	ko01100	Metabolic pathways
K02537	ko04110	Cell cycle
K02537	ko04111	Cell cycle - yeast
K02537	ko04113	Meiosis - yeast
K02537	ko04114	Oocyte meiosis
K02537	ko04914	Progesterone-mediated oocyte maturation
K02537	ko05166	HTLV-I infection
K03241	ko03013	RNA transport
K01353	ko04210	Apoptosis
K01353	ko04650	Natural killer cell mediated cytotoxicity
K01353	ko04940	Type I diabetes mellitus
K01353	ko05202	Transcriptional misregulation in cancer
K01353	ko05320	Autoimmune thyroid disease
K01353	ko05330	Allograft rejection
K01353	ko05332	Graft-versus-host disease
K06582	ko04650	Natural killer cell mediated cytotoxicity
K15999	ko00522	Biosynthesis of 12-, 14- and 16-membered macrolides
K15999	ko01130	Biosynthesis of antibiotics
K14235	ko00970	Aminoacyl-tRNA biosynthesis
K18681	ko03018	RNA degradation
K10250	ko00062	Fatty acid elongation
K10250	ko01110	Biosynthesis of secondary metabolites
K16447	ko01055	Biosynthesis of vancomycin group antibiotics
K03350	ko04110	Cell cycle
K03350	ko04111	Cell cycle - yeast
K03350	ko04113	Meiosis - yeast
K03350	ko04114	Oocyte meiosis
K03350	ko04120	Ubiquitin mediated proteolysis
K03350	ko04914	Progesterone-mediated oocyte maturation
K03350	ko05166	HTLV-I infection
K06277	ko04015	Rap1 signaling pathway
K06277	ko04510	Focal adhesion
K06277	ko04722	Neurotrophin signaling pathway
K06277	ko04910	Insulin signaling pathway
K06277	ko05211	Renal cell carcinoma
K11155	ko00561	Glycerolipid metabolism
K11155	ko00830	Retinol metabolism
K11155	ko01100	Metabolic pathways
K11155	ko04975	Fat digestion and absorption
K11841	ko04139	Mitophagy - yeast
K04198	ko04020	Calcium signaling pathway
K04198	ko04022	cGMP-PKG signaling pathway
K04198	ko04080	Neuroactive ligand-receptor interaction
K04198	ko04916	Melanogenesis
K04198	ko04926	Relaxin signaling pathway
K04198	ko05200	Pathways in cancer
K07363	ko04062	Chemokine signaling pathway
K07363	ko04660	T cell receptor signaling pathway
K07363	ko04670	Leukocyte transendothelial migration
K16423	ko00261	Monobactam biosynthesis
K16423	ko01055	Biosynthesis of vancomycin group antibiotics
K16423	ko01130	Biosynthesis of antibiotics
K04221	ko04024	cAMP signaling pathway
K04221	ko04080	Neuroactive ligand-receptor interaction
K14958	ko04014	Ras signaling pathway
K14958	ko05152	Tuberculosis
K00974	ko03013	RNA transport
K13424	ko04016	MAPK signaling pathway - plant
K13424	ko04626	Plant-pathogen interaction
K12531	ko02020	Two-component system
K05105	ko04360	Axon guidance
K01721	ko00364	Fluorobenzoate degradation
K01721	ko00380	Tryptophan metabolism
K01721	ko00627	Aminobenzoate degradation
K01721	ko00643	Styrene degradation
K01721	ko01120	Microbial metabolism in diverse environments
K03406	ko02020	Two-component system
K03406	ko02030	Bacterial chemotaxis
K08350	ko02020	Two-component system
K10920	ko05111	Biofilm formation - Vibrio cholerae
K03339	ko00562	Inositol phosphate metabolism
K03339	ko01100	Metabolic pathways
K03339	ko01120	Microbial metabolism in diverse environments
K09644	ko04979	Cholesterol metabolism
K04266	ko04015	Rap1 signaling pathway
K04266	ko04020	Calcium signaling pathway
K04266	ko04024	cAMP signaling pathway
K04266	ko04080	Neuroactive ligand-receptor interaction
K04266	ko04270	Vascular smooth muscle contraction
K04266	ko05012	Parkinson's disease
K04266	ko05034	Alcoholism
K06225	ko04024	cAMP signaling pathway
K06225	ko04340	Hedgehog signaling pathway
K06225	ko04341	Hedgehog signaling pathway - fly
K06225	ko04360	Axon guidance
K06225	ko05200	Pathways in cancer
K06225	ko05205	Proteoglycans in cancer
K06225	ko05217	Basal cell carcinoma
K02729	ko03050	Proteasome
K07145	ko00860	Porphyrin and chlorophyll metabolism
K07145	ko01110	Biosynthesis of secondary metabolites
K17589	ko04140	Autophagy - animal
K17589	ko04211	Longevity regulating pathway
K00857	ko00240	Pyrimidine metabolism
K00857	ko00983	Drug metabolism - other enzymes
K00857	ko01100	Metabolic pathways
K01332	ko04610	Complement and coagulation cascades
K01332	ko05133	Pertussis
K01332	ko05150	Staphylococcus aureus infection
K01332	ko05322	Systemic lupus erythematosus
K05154	ko04060	Cytokine-cytokine receptor interaction
K12365	ko04062	Chemokine signaling pathway
K12365	ko05167	Kaposi's sarcoma-associated herpesvirus infection
K11051	ko02010	ABC transporters
K07418	ko00590	Arachidonic acid metabolism
K07418	ko00591	Linoleic acid metabolism
K07418	ko01100	Metabolic pathways
K07418	ko04212	Longevity regulating pathway - worm
K07418	ko04726	Serotonergic synapse
K07418	ko04750	Inflammatory mediator regulation of TRP channels
K07418	ko04913	Ovarian steroidogenesis
K13386	ko00950	Isoquinoline alkaloid biosynthesis
K13386	ko01100	Metabolic pathways
K13386	ko01110	Biosynthesis of secondary metabolites
K03879	ko00190	Oxidative phosphorylation
K03879	ko01100	Metabolic pathways
K03879	ko04723	Retrograde endocannabinoid signaling
K03879	ko05012	Parkinson's disease
K19890	ko00760	Nicotinate and nicotinamide metabolism
K19890	ko01120	Microbial metabolism in diverse environments
K06589	ko04151	PI3K-Akt signaling pathway
K06589	ko04510	Focal adhesion
K06589	ko04512	ECM-receptor interaction
K06589	ko04810	Regulation of actin cytoskeleton
K06589	ko05165	Human papillomavirus infection
K06589	ko05410	Hypertrophic cardiomyopathy (HCM)
K06589	ko05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
K06589	ko05414	Dilated cardiomyopathy (DCM)
K04951	ko04024	cAMP signaling pathway
K04951	ko04740	Olfactory transduction
K03032	ko03050	Proteasome
K03032	ko05169	Epstein-Barr virus infection
K20226	ko04013	MAPK signaling pathway - fly
K02330	ko03410	Base excision repair
K02330	ko05166	HTLV-I infection
K02330	ko05203	Viral carcinogenesis
K06163	ko00440	Phosphonate and phosphinate metabolism
K00735	ko00515	Mannose type O-glycan biosynthesis
K00735	ko01100	Metabolic pathways
K01972	ko03030	DNA replication
K01972	ko03410	Base excision repair
K01972	ko03420	Nucleotide excision repair
K01972	ko03430	Mismatch repair
K04892	ko04726	Serotonergic synapse
K12409	ko00520	Amino sugar and nucleotide sugar metabolism
K12409	ko01100	Metabolic pathways
K10111	ko02010	ABC transporters
K05291	ko00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
K05291	ko01100	Metabolic pathways
K04927	ko04725	Cholinergic synapse
K01598	ko00770	Pantothenate and CoA biosynthesis
K01598	ko01100	Metabolic pathways
K18317	ko00332	Carbapenem biosynthesis
K18317	ko01130	Biosynthesis of antibiotics
K18317	ko02024	Quorum sensing
K05879	ko00561	Glycerolipid metabolism
K05879	ko01100	Metabolic pathways
K10163	ko04659	Th17 cell differentiation
K10163	ko05321	Inflammatory bowel disease (IBD)
K00931	ko00330	Arginine and proline metabolism
K00931	ko00332	Carbapenem biosynthesis
K00931	ko01100	Metabolic pathways
K00931	ko01130	Biosynthesis of antibiotics
K00931	ko01230	Biosynthesis of amino acids
K04374	ko04010	MAPK signaling pathway
K04374	ko04022	cGMP-PKG signaling pathway
K04374	ko04137	Mitophagy - animal
K04374	ko04141	Protein processing in endoplasmic reticulum
K04374	ko04151	PI3K-Akt signaling pathway
K04374	ko04210	Apoptosis
K04374	ko04211	Longevity regulating pathway
K04374	ko04212	Longevity regulating pathway - worm
K04374	ko04214	Apoptosis - fly
K04374	ko04261	Adrenergic signaling in cardiomyocytes
K04374	ko04668	TNF signaling pathway
K04374	ko04720	Long-term potentiation
K04374	ko04722	Neurotrophin signaling pathway
K04374	ko04725	Cholinergic synapse
K04374	ko04728	Dopaminergic synapse
K04374	ko04911	Insulin secretion
K04374	ko04912	GnRH signaling pathway
K04374	ko04915	Estrogen signaling pathway
K04374	ko04918	Thyroid hormone synthesis
K04374	ko04922	Glucagon signaling pathway
K04374	ko04925	Aldosterone synthesis and secretion
K04374	ko04926	Relaxin signaling pathway
K04374	ko04927	Cortisol synthesis and secretion
K04374	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K04374	ko05030	Cocaine addiction
K04374	ko05031	Amphetamine addiction
K04374	ko05034	Alcoholism
K04374	ko05161	Hepatitis B
K04374	ko05166	HTLV-I infection
K04374	ko05203	Viral carcinogenesis
K04374	ko05215	Prostate cancer
K07536	ko00362	Benzoate degradation
K07536	ko01120	Microbial metabolism in diverse environments
K07536	ko01220	Degradation of aromatic compounds
K15352	ko05132	Salmonella infection
K10536	ko00330	Arginine and proline metabolism
K10536	ko01100	Metabolic pathways
K06118	ko00520	Amino sugar and nucleotide sugar metabolism
K06118	ko00561	Glycerolipid metabolism
K12860	ko03040	Spliceosome
K17696	ko04350	TGF-beta signaling pathway
K19886	ko00404	Staurosporine biosynthesis
K19886	ko01130	Biosynthesis of antibiotics
K05111	ko04360	Axon guidance
K00660	ko00941	Flavonoid biosynthesis
K00660	ko01100	Metabolic pathways
K00660	ko01110	Biosynthesis of secondary metabolites
K00660	ko04712	Circadian rhythm - plant
K20726	ko04016	MAPK signaling pathway - plant
K14026	ko04141	Protein processing in endoplasmic reticulum
K03011	ko00230	Purine metabolism
K03011	ko00240	Pyrimidine metabolism
K03011	ko01100	Metabolic pathways
K03011	ko03020	RNA polymerase
K03011	ko05016	Huntington's disease
K03011	ko05169	Epstein-Barr virus infection
K13477	ko04626	Plant-pathogen interaction
K01775	ko00473	D-Alanine metabolism
K01775	ko01100	Metabolic pathways
K01775	ko01502	Vancomycin resistance
K17984	ko04139	Mitophagy - yeast
K16221	ko04712	Circadian rhythm - plant
K04114	ko00362	Benzoate degradation
K04114	ko01100	Metabolic pathways
K04114	ko01120	Microbial metabolism in diverse environments
K04114	ko01220	Degradation of aromatic compounds
K16190	ko00040	Pentose and glucuronate interconversions
K16190	ko00053	Ascorbate and aldarate metabolism
K16190	ko00520	Amino sugar and nucleotide sugar metabolism
K16190	ko01100	Metabolic pathways
K06134	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
K06134	ko01100	Metabolic pathways
K06134	ko01110	Biosynthesis of secondary metabolites
K01808	ko00030	Pentose phosphate pathway
K01808	ko00051	Fructose and mannose metabolism
K01808	ko00710	Carbon fixation in photosynthetic organisms
K01808	ko01100	Metabolic pathways
K01808	ko01110	Biosynthesis of secondary metabolites
K01808	ko01120	Microbial metabolism in diverse environments
K01808	ko01130	Biosynthesis of antibiotics
K01808	ko01200	Carbon metabolism
K01808	ko01230	Biosynthesis of amino acids
K17705	ko04015	Rap1 signaling pathway
K17705	ko04212	Longevity regulating pathway - worm
K18806	ko04340	Hedgehog signaling pathway
K18806	ko05200	Pathways in cancer
K18806	ko05217	Basal cell carcinoma
K06514	ko04670	Leukocyte transendothelial migration
K06670	ko04110	Cell cycle
K06670	ko04111	Cell cycle - yeast
K06172	ko04330	Notch signaling pathway
K06172	ko05010	Alzheimer's disease
K14682	ko00220	Arginine biosynthesis
K14682	ko01100	Metabolic pathways
K14682	ko01110	Biosynthesis of secondary metabolites
K14682	ko01130	Biosynthesis of antibiotics
K14682	ko01210	2-Oxocarboxylic acid metabolism
K14682	ko01230	Biosynthesis of amino acids
K07661	ko02020	Two-component system
K12672	ko04060	Cytokine-cytokine receptor interaction
K12672	ko04062	Chemokine signaling pathway
K12672	ko04620	Toll-like receptor signaling pathway
K01621	ko00030	Pentose phosphate pathway
K01621	ko00710	Carbon fixation in photosynthetic organisms
K01621	ko01100	Metabolic pathways
K01621	ko01120	Microbial metabolism in diverse environments
K05760	ko04062	Chemokine signaling pathway
K05760	ko04370	VEGF signaling pathway
K05760	ko04510	Focal adhesion
K05760	ko04670	Leukocyte transendothelial migration
K05760	ko04810	Regulation of actin cytoskeleton
K05760	ko05100	Bacterial invasion of epithelial cells
K05760	ko05165	Human papillomavirus infection
K05760	ko05203	Viral carcinogenesis
K05760	ko05205	Proteoglycans in cancer
K04007	ko04610	Complement and coagulation cascades
K04007	ko05162	Measles
K04395	ko04621	NOD-like receptor signaling pathway
K19709	ko00627	Aminobenzoate degradation
K19709	ko00640	Propanoate metabolism
K19709	ko00650	Butanoate metabolism
K19709	ko01100	Metabolic pathways
K19709	ko01120	Microbial metabolism in diverse environments
K15372	ko00410	beta-Alanine metabolism
K15372	ko00430	Taurine and hypotaurine metabolism
K15372	ko01100	Metabolic pathways
K02543	ko04111	Cell cycle - yeast
K02543	ko04113	Meiosis - yeast
K01535	ko00190	Oxidative phosphorylation
K01324	ko04610	Complement and coagulation cascades
K10226	ko00592	alpha-Linolenic acid metabolism
K10226	ko01040	Biosynthesis of unsaturated fatty acids
K10226	ko01110	Biosynthesis of secondary metabolites
K10226	ko01212	Fatty acid metabolism
K10226	ko03320	PPAR signaling pathway
K03649	ko03410	Base excision repair
K14147	ko05145	Toxoplasmosis
K10616	ko00622	Xylene degradation
K10616	ko01120	Microbial metabolism in diverse environments
K10616	ko01220	Degradation of aromatic compounds
K12491	ko04144	Endocytosis
K01336	ko04138	Autophagy - yeast
K00279	ko00908	Zeatin biosynthesis
K03896	ko00310	Lysine degradation
K03896	ko01120	Microbial metabolism in diverse environments
K19547	ko01130	Biosynthesis of antibiotics
K22355	ko00625	Chloroalkane and chloroalkene degradation
K04487	ko00730	Thiamine metabolism
K04487	ko01100	Metabolic pathways
K04487	ko04122	Sulfur relay system
K15020	ko00720	Carbon fixation pathways in prokaryotes
K15020	ko01120	Microbial metabolism in diverse environments
K15020	ko01200	Carbon metabolism
K22398	ko04927	Cortisol synthesis and secretion
K07187	ko04022	cGMP-PKG signaling pathway
K07187	ko04068	FoxO signaling pathway
K07187	ko04140	Autophagy - animal
K07187	ko04152	AMPK signaling pathway
K07187	ko04211	Longevity regulating pathway
K07187	ko04213	Longevity regulating pathway - multiple species
K07187	ko04910	Insulin signaling pathway
K07187	ko04920	Adipocytokine signaling pathway
K07187	ko04923	Regulation of lipolysis in adipocytes
K07187	ko04930	Type II diabetes mellitus
K07187	ko04931	Insulin resistance
K07187	ko04932	Non-alcoholic fatty liver disease (NAFLD)
K07187	ko05206	MicroRNAs in cancer
K06464	ko04015	Rap1 signaling pathway
K06464	ko04145	Phagosome
K06464	ko04390	Hippo signaling pathway
K06464	ko04514	Cell adhesion molecules (CAMs)
K06464	ko04610	Complement and coagulation cascades
K06464	ko04650	Natural killer cell mediated cytotoxicity
K06464	ko04670	Leukocyte transendothelial migration
K06464	ko04810	Regulation of actin cytoskeleton
K06464	ko05133	Pertussis
K06464	ko05134	Legionellosis
K06464	ko05140	Leishmaniasis
K06464	ko05144	Malaria
K06464	ko05146	Amoebiasis
K06464	ko05150	Staphylococcus aureus infection
K06464	ko05152	Tuberculosis
K06464	ko05166	HTLV-I infection
K06464	ko05323	Rheumatoid arthritis
K06464	ko05416	Viral myocarditis
K17748	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K15988	ko00522	Biosynthesis of 12-, 14- and 16-membered macrolides
K15988	ko01052	Type I polyketide structures
K15988	ko01130	Biosynthesis of antibiotics
K00851	ko00030	Pentose phosphate pathway
K00851	ko01100	Metabolic pathways
K00851	ko01110	Biosynthesis of secondary metabolites
K00851	ko01120	Microbial metabolism in diverse environments
K00851	ko01130	Biosynthesis of antibiotics
K00851	ko01200	Carbon metabolism
K00276	ko00260	Glycine, serine and threonine metabolism
K00276	ko00350	Tyrosine metabolism
K00276	ko00360	Phenylalanine metabolism
K00276	ko00410	beta-Alanine metabolism
K00276	ko00950	Isoquinoline alkaloid biosynthesis
K00276	ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis
K00276	ko01100	Metabolic pathways
K00276	ko01110	Biosynthesis of secondary metabolites
K20118	ko00010	Glycolysis / Gluconeogenesis
K20118	ko00520	Amino sugar and nucleotide sugar metabolism
K20118	ko02060	Phosphotransferase system (PTS)
K07793	ko02020	Two-component system
K02094	ko00196	Photosynthesis - antenna proteins
K02094	ko01100	Metabolic pathways
K00469	ko00053	Ascorbate and aldarate metabolism
K00469	ko00562	Inositol phosphate metabolism
K18661	ko00280	Valine, leucine and isoleucine degradation
K10852	ko00311	Penicillin and cephalosporin biosynthesis
K10852	ko01100	Metabolic pathways
K10852	ko01130	Biosynthesis of antibiotics
K14409	ko03015	mRNA surveillance pathway
K14234	ko00970	Aminoacyl-tRNA biosynthesis
K00546	ko00340	Histidine metabolism
K11098	ko03040	Spliceosome
K12504	ko00900	Terpenoid backbone biosynthesis
K12504	ko01110	Biosynthesis of secondary metabolites
K01045	ko01120	Microbial metabolism in diverse environments
K17475	ko00404	Staurosporine biosynthesis
K17475	ko01130	Biosynthesis of antibiotics
K04409	ko04010	MAPK signaling pathway
K04409	ko04011	MAPK signaling pathway - yeast
K04409	ko04012	ErbB signaling pathway
K04409	ko04014	Ras signaling pathway
K04409	ko04024	cAMP signaling pathway
K04409	ko04062	Chemokine signaling pathway
K04409	ko04360	Axon guidance
K04409	ko04392	Hippo signaling pathway - multiple species
K04409	ko04510	Focal adhesion
K04409	ko04650	Natural killer cell mediated cytotoxicity
K04409	ko04660	T cell receptor signaling pathway
K04409	ko04666	Fc gamma R-mediated phagocytosis
K04409	ko04810	Regulation of actin cytoskeleton
K04409	ko05120	Epithelial cell signaling in Helicobacter pylori infection
K04409	ko05205	Proteoglycans in cancer
K04409	ko05211	Renal cell carcinoma
K00979	ko00540	Lipopolysaccharide biosynthesis
K00979	ko01100	Metabolic pathways
K10982	ko03450	Non-homologous end-joining
K00493	ko00071	Fatty acid degradation
K00493	ko00380	Tryptophan metabolism
K00493	ko00627	Aminobenzoate degradation
K00493	ko01120	Microbial metabolism in diverse environments
K06897	ko00790	Folate biosynthesis
K18217	ko02010	ABC transporters
K03106	ko02024	Quorum sensing
K03106	ko03060	Protein export
K03106	ko03070	Bacterial secretion system
K20269	ko02024	Quorum sensing
K10630	ko04217	Necroptosis
K10630	ko04621	NOD-like receptor signaling pathway
K09468	ko04011	MAPK signaling pathway - yeast
K09468	ko04113	Meiosis - yeast
K09468	ko04138	Autophagy - yeast
K09468	ko04213	Longevity regulating pathway - multiple species
K08533	ko04710	Circadian rhythm
K09835	ko00906	Carotenoid biosynthesis
K09835	ko01100	Metabolic pathways
K09835	ko01110	Biosynthesis of secondary metabolites
K02176	ko04310	Wnt signaling pathway
K03366	ko00650	Butanoate metabolism
K04572	ko05014	Amyotrophic lateral sclerosis (ALS)
K16198	ko04110	Cell cycle
K16198	ko04114	Oocyte meiosis
K16198	ko04151	PI3K-Akt signaling pathway
K16198	ko04390	Hippo signaling pathway
K16198	ko05169	Epstein-Barr virus infection
K16198	ko05203	Viral carcinogenesis
K06647	ko04111	Cell cycle - yeast
K10873	ko03440	Homologous recombination
K05846	ko02010	ABC transporters
K01713	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
K01713	ko01100	Metabolic pathways
K01713	ko01110	Biosynthesis of secondary metabolites
K01713	ko01130	Biosynthesis of antibiotics
K01713	ko01230	Biosynthesis of amino acids
K14034	ko04214	Apoptosis - fly
K13075	ko02024	Quorum sensing
K06775	ko04514	Cell adhesion molecules (CAMs)
